Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[52]     0.0    0.00    0.00     768         bool __gnu_cxx::operator!=<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [52]
                0.00    0.00    1536/3084        __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [26]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[53]     0.0    0.00    0.00     768         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::end() const [53]
                0.00    0.00     768/1536        __gnu_cxx::__normal_iterator<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > >::__normal_iterator(std::pair<char, char> const* const&) [34]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[54]     0.0    0.00    0.00     768         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::begin() const [54]
                0.00    0.00     768/1536        __gnu_cxx::__normal_iterator<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > >::__normal_iterator(std::pair<char, char> const* const&) [34]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[55]     0.0    0.00    0.00     768         std::vector<char, std::allocator<char> >::end() const [55]
                0.00    0.00     768/1539        __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [33]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[56]     0.0    0.00    0.00     768         std::vector<char, std::allocator<char> >::begin() const [56]
                0.00    0.00     768/1539        __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [33]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[57]     0.0    0.00    0.00     768         std::__cxx11::regex_traits<char>::isctype(char, std::__cxx11::regex_traits<char>::_RegexMask) const [57]
                0.00    0.00     768/771         std::ctype<char>::is(unsigned short, char) const [47]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_make_cache(std::integral_constant<bool, true>) [474]
[58]     0.0    0.00    0.00     768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const [58]
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[59]     0.0    0.00    0.00     768         std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, false>::_M_transform(char) const [59]
-----------------------------------------------
                0.00    0.00     768/768         std::bitset<256ul>::reference::reference(std::bitset<256ul>&, unsigned long) [61]
[60]     0.0    0.00    0.00     768         std::_Base_bitset<4ul>::_M_getword(unsigned long) [60]
                0.00    0.00     768/780         std::_Base_bitset<4ul>::_S_whichword(unsigned long) [44]
-----------------------------------------------
                0.00    0.00     768/768         std::bitset<256ul>::operator[](unsigned long) [64]
[61]     0.0    0.00    0.00     768         std::bitset<256ul>::reference::reference(std::bitset<256ul>&, unsigned long) [61]
                0.00    0.00     768/768         std::_Base_bitset<4ul>::_M_getword(unsigned long) [60]
                0.00    0.00     768/1548        std::_Base_bitset<4ul>::_S_whichbit(unsigned long) [32]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_make_cache(std::integral_constant<bool, true>) [474]
[62]     0.0    0.00    0.00     768         std::bitset<256ul>::reference::~reference() [62]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_make_cache(std::integral_constant<bool, true>) [474]
[63]     0.0    0.00    0.00     768         std::bitset<256ul>::reference::operator=(bool) [63]
                0.00    0.00     768/780         std::_Base_bitset<4ul>::_S_maskbit(unsigned long) [43]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_make_cache(std::integral_constant<bool, true>) [474]
[64]     0.0    0.00    0.00     768         std::bitset<256ul>::operator[](unsigned long) [64]
                0.00    0.00     768/768         std::bitset<256ul>::reference::reference(std::bitset<256ul>&, unsigned long) [61]
-----------------------------------------------
                0.00    0.00     768/768         bool std::binary_search<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&) [66]
[65]     0.0    0.00    0.00     768         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__lower_bound<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&, __gnu_cxx::__ops::_Iter_less_val) [65]
                0.00    0.00     768/774         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [45]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[66]     0.0    0.00    0.00     768         bool std::binary_search<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&) [66]
                0.00    0.00     768/768         __gnu_cxx::__ops::__iter_less_val() [50]
                0.00    0.00     768/768         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__lower_bound<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&, __gnu_cxx::__ops::_Iter_less_val) [65]
                0.00    0.00     768/768         bool __gnu_cxx::operator!=<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [52]
-----------------------------------------------
                0.00    0.00     768/768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const [58]
[67]     0.0    0.00    0.00     768         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
                0.00    0.00    1476/1476        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() const [39]
                0.00    0.00     768/770         std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, false>::_M_translate(char) const [49]
                0.00    0.00     768/768         std::vector<char, std::allocator<char> >::end() const [55]
                0.00    0.00     768/768         std::vector<char, std::allocator<char> >::begin() const [56]
                0.00    0.00     768/768         bool std::binary_search<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&) [66]
                0.00    0.00     768/768         std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, false>::_M_transform(char) const [59]
                0.00    0.00     768/768         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::begin() const [54]
                0.00    0.00     768/768         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::end() const [53]
                0.00    0.00     768/768         bool __gnu_cxx::operator!=<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > >(__gnu_cxx::__normal_iterator<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > > const&, __gnu_cxx::__normal_iterator<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > > const&) [51]
                0.00    0.00     768/768         std::__cxx11::regex_traits<char>::isctype(char, std::__cxx11::regex_traits<char>::_RegexMask) const [57]
                0.00    0.00     738/738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [86]
                0.00    0.00     738/738         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const [83]
                0.00    0.00     738/738         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::find<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [109]
                0.00    0.00     738/738         bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [80]
                0.00    0.00     738/738         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::begin() const [85]
                0.00    0.00     738/738         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::end() const [84]
                0.00    0.00     738/738         bool __gnu_cxx::operator!=<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >(__gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&) [81]
-----------------------------------------------
                0.00    0.00     744/744         void std::_Destroy<char*>(char*, char*) [73]
[68]     0.0    0.00    0.00     744         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [68]
-----------------------------------------------
                0.00    0.00     744/744         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [71]
[69]     0.0    0.00    0.00     744         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [69]
                0.00    0.00     744/2964        std::__new_allocator<char>::~__new_allocator() [27]
-----------------------------------------------
                0.00    0.00     744/744         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [71]
[70]     0.0    0.00    0.00     744         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [70]
                0.00    0.00     738/738         std::__new_allocator<char>::deallocate(char*, unsigned long) [93]
-----------------------------------------------
                0.00    0.00     744/744         std::vector<char, std::allocator<char> >::~vector() [72]
[71]     0.0    0.00    0.00     744         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [71]
                0.00    0.00     744/744         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [70]
                0.00    0.00     744/744         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [69]
-----------------------------------------------
                0.00    0.00       6/744         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::~_BracketMatcher() [332]
                0.00    0.00     738/744         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [86]
[72]     0.0    0.00    0.00     744         std::vector<char, std::allocator<char> >::~vector() [72]
                0.00    0.00     744/2220        std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [30]
                0.00    0.00     744/744         void std::_Destroy<char*>(char*, char*) [73]
                0.00    0.00     744/744         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [71]
-----------------------------------------------
                0.00    0.00     744/744         std::vector<char, std::allocator<char> >::~vector() [72]
[73]     0.0    0.00    0.00     744         void std::_Destroy<char*>(char*, char*) [73]
                0.00    0.00     744/744         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [68]
-----------------------------------------------
                0.00    0.00       3/741         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl() [447]
                0.00    0.00     738/741         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [91]
[74]     0.0    0.00    0.00     741         std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [74]
-----------------------------------------------
                0.00    0.00       1/739         PPM::Reader::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [15]
                0.00    0.00     738/739         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [100]
[75]     0.0    0.00    0.00     739         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [75]
                0.00    0.00     739/739         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [76]
                0.00    0.00     739/739         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::~_Guard() [77]
-----------------------------------------------
                0.00    0.00     739/739         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [75]
[76]     0.0    0.00    0.00     739         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [76]
-----------------------------------------------
                0.00    0.00     739/739         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [75]
[77]     0.0    0.00    0.00     739         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::~_Guard() [77]
-----------------------------------------------
                0.00    0.00     738/738         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const> __gnu_cxx::__ops::__iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [79]
[78]     0.0    0.00    0.00     738         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>::_Iter_equals_val(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [78]
-----------------------------------------------
                0.00    0.00     738/738         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::find<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [109]
[79]     0.0    0.00    0.00     738         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const> __gnu_cxx::__ops::__iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [79]
                0.00    0.00     738/738         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>::_Iter_equals_val(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [78]
-----------------------------------------------
                0.00    0.00     738/738         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[80]     0.0    0.00    0.00     738         bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [80]
                0.00    0.00    1476/4428        __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [25]
-----------------------------------------------
                0.00    0.00     738/738         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[81]     0.0    0.00    0.00     738         bool __gnu_cxx::operator!=<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >(__gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&) [81]
                0.00    0.00    1476/1476        __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >::base() const [38]
-----------------------------------------------
                0.00    0.00     738/738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [86]
[82]     0.0    0.00    0.00     738         std::ctype<char>::tolower(char*, char const*) const [82]
-----------------------------------------------
                0.00    0.00     738/738         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[83]     0.0    0.00    0.00     738         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const [83]
                0.00    0.00     738/2214        __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* const&) [31]
-----------------------------------------------
                0.00    0.00     738/738         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[84]     0.0    0.00    0.00     738         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::end() const [84]
                0.00    0.00     738/1476        __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >::__normal_iterator(std::__cxx11::regex_traits<char>::_RegexMask const* const&) [36]
-----------------------------------------------
                0.00    0.00     738/738         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[85]     0.0    0.00    0.00     738         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::begin() const [85]
                0.00    0.00     738/1476        __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >::__normal_iterator(std::__cxx11::regex_traits<char>::_RegexMask const* const&) [36]
-----------------------------------------------
                0.00    0.00     738/738         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [67]
[86]     0.0    0.00    0.00     738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [86]
                0.00    0.00    2952/2952        std::vector<char, std::allocator<char> >::data() [29]
                0.00    0.00    1476/1476        std::vector<char, std::allocator<char> >::size() const [40]
                0.00    0.00     738/738         std::vector<char, std::allocator<char> >::vector<char const*, void>(char const*, char const*, std::allocator<char> const&) [99]
                0.00    0.00     738/2964        std::__new_allocator<char>::~__new_allocator() [27]
                0.00    0.00     738/738         std::ctype<char>::tolower(char*, char const*) const [82]
                0.00    0.00     738/744         std::vector<char, std::allocator<char> >::~vector() [72]
                0.00    0.00     738/738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform<char*>(char*, char*) const [87]
-----------------------------------------------
                0.00    0.00     738/738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [86]
[87]     0.0    0.00    0.00     738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform<char*>(char*, char*) const [87]
                0.00    0.00     738/738         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [100]
                0.00    0.00     738/2964        std::__new_allocator<char>::~__new_allocator() [27]
-----------------------------------------------
                0.00    0.00     738/738         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char const, char>(char const*, char const*, char*) [89]
[88]     0.0    0.00    0.00     738         void std::__copy_move<false, false, std::random_access_iterator_tag>::__assign_one<char, char const>(char*, char const*) [88]
-----------------------------------------------
                0.00    0.00     738/738         char* std::__copy_move_a2<false, char const*, char*>(char const*, char const*, char*) [105]
[89]     0.0    0.00    0.00     738         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char const, char>(char const*, char const*, char*) [89]
                0.00    0.00     738/738         void std::__copy_move<false, false, std::random_access_iterator_tag>::__assign_one<char, char const>(char*, char const*) [88]
-----------------------------------------------
                0.00    0.00     738/738         void std::vector<char, std::allocator<char> >::_M_range_initialize<char const*>(char const*, char const*, std::forward_iterator_tag) [98]
[90]     0.0    0.00    0.00     738         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [90]
